Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00    1001/11000       ExpManager::run_evolution(int) [52]
                0.00    0.00    9999/11000       _GLOBAL__sub_I__ZN10ExpManagerC2Eiiididii [8]
[556]    0.0    0.00    0.00   11000         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [556]
                0.00    0.00   11027/11027       std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [554]
-----------------------------------------------
                0.00    0.00     816/10831       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [15]
                0.00    0.00   10015/10831       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [36]
[557]    0.0    0.00    0.00   10831         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [557]
-----------------------------------------------
                0.00    0.00   10027/10027       std::vector<RNA*, std::allocator<RNA*> >::_M_default_append(unsigned long) [245]
[558]    0.0    0.00    0.00   10027         std::vector<RNA*, std::allocator<RNA*> >::_M_check_len(unsigned long, char const*) const [558]
                0.00    0.00   40900/70401       std::vector<RNA*, std::allocator<RNA*> >::size() const [447]
                0.00    0.00   20278/20278       std::vector<RNA*, std::allocator<RNA*> >::max_size() const [487]
                0.00    0.00   10246/23188       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [480]
-----------------------------------------------
                0.00    0.00    9777/9777        std::vector<RNA*, std::allocator<RNA*> >::_M_default_append(unsigned long) [245]
[559]    0.0    0.00    0.00    9777         std::_Vector_base<RNA*, std::allocator<RNA*> >::_M_allocate(unsigned long) [559]
                0.00    0.00    9768/9768        std::allocator_traits<std::allocator<RNA*> >::allocate(std::allocator<RNA*>&, unsigned long) [560]
-----------------------------------------------
                0.00    0.00    9768/9768        std::_Vector_base<RNA*, std::allocator<RNA*> >::_M_allocate(unsigned long) [559]
[560]    0.0    0.00    0.00    9768         std::allocator_traits<std::allocator<RNA*> >::allocate(std::allocator<RNA*>&, unsigned long) [560]
                0.00    0.00    9656/9656        __gnu_cxx::new_allocator<RNA*>::allocate(unsigned long, void const*) [561]
-----------------------------------------------
                0.00    0.00    9656/9656        std::allocator_traits<std::allocator<RNA*> >::allocate(std::allocator<RNA*>&, unsigned long) [560]
[561]    0.0    0.00    0.00    9656         __gnu_cxx::new_allocator<RNA*>::allocate(unsigned long, void const*) [561]
                0.00    0.00    9503/29642       __gnu_cxx::new_allocator<RNA*>::max_size() const [458]
-----------------------------------------------
                0.00    0.00    9595/9595        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [485]
[562]    0.0    0.00    0.00    9595         std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [562]
                0.00    0.00    9568/9568        __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [563]
-----------------------------------------------
                0.00    0.00    9568/9568        std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [562]
[563]    0.0    0.00    0.00    9568         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [563]
-----------------------------------------------
                0.00    0.00    9515/9515        std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [280]
[564]    0.0    0.00    0.00    9515         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base() [564]
-----------------------------------------------
                0.00    0.00     816/9175        char* std::fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [791]
                0.00    0.00    8359/9175        char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [609]
[565]    0.0    0.00    0.00    9175         char* std::__niter_base<char*>(char*) [565]
-----------------------------------------------
                0.00    0.00    9089/9089        std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::allocator() [567]
[566]    0.0    0.00    0.00    9089         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::new_allocator() [566]
-----------------------------------------------
                0.00    0.00    9012/9012        std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [577]
[567]    0.0    0.00    0.00    9012         std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::allocator() [567]
                0.00    0.00    9089/9089        __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::new_allocator() [566]
-----------------------------------------------
                0.00    0.00    8996/8996        std::allocator<Protein*>::allocator() [572]
[568]    0.0    0.00    0.00    8996         __gnu_cxx::new_allocator<Protein*>::new_allocator() [568]
-----------------------------------------------
                0.00    0.00    8972/8972        char* std::__copy_move_a<false, char const*, char*>(char const*, char const*, char*) [583]
[569]    0.0    0.00    0.00    8972         char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*) [569]
-----------------------------------------------
                0.00    0.00    8950/8950        int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [591]
[570]    0.0    0.00    0.00    8950         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [570]
                0.00    0.00   26741/26741       int* std::__niter_base<int*>(int*) [469]
                0.00    0.00    8900/8900        int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [576]
-----------------------------------------------
                0.00    0.00    8943/8943        int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [576]
[571]    0.0    0.00    0.00    8943         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [571]
-----------------------------------------------
                0.00    0.00    8937/8937        std::_Vector_base<Protein*, std::allocator<Protein*> >::_Vector_impl::_Vector_impl() [573]
[572]    0.0    0.00    0.00    8937         std::allocator<Protein*>::allocator() [572]
                0.00    0.00    8996/8996        __gnu_cxx::new_allocator<Protein*>::new_allocator() [568]
-----------------------------------------------
                0.00    0.00    8921/8921        std::_Vector_base<Protein*, std::allocator<Protein*> >::_Vector_base() [574]
[573]    0.0    0.00    0.00    8921         std::_Vector_base<Protein*, std::allocator<Protein*> >::_Vector_impl::_Vector_impl() [573]
                0.00    0.00    8937/8937        std::allocator<Protein*>::allocator() [572]
-----------------------------------------------
                0.00    0.00    8910/8910        std::vector<Protein*, std::allocator<Protein*> >::vector() [584]
[574]    0.0    0.00    0.00    8910         std::_Vector_base<Protein*, std::allocator<Protein*> >::_Vector_base() [574]
                0.00    0.00    8921/8921        std::_Vector_base<Protein*, std::allocator<Protein*> >::_Vector_impl::_Vector_impl() [573]
-----------------------------------------------
                0.00    0.00      34/8900        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin() const [808]
                0.00    0.00    8866/8900        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::end() const [581]
[575]    0.0    0.00    0.00    8900         std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [575]
-----------------------------------------------
                0.00    0.00    8900/8900        int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [570]
[576]    0.0    0.00    0.00    8900         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [576]
                0.00    0.00    8943/8943        int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [571]
-----------------------------------------------
                0.00    0.00    8896/8896        std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree() [586]
[577]    0.0    0.00    0.00    8896         std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [577]
                0.00    0.00    9012/9012        std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::allocator() [567]
                0.00    0.00    8545/8545        std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [599]
-----------------------------------------------
                0.00    0.00    8866/8866        ExpManager::compute_RNA(int) [101]
[578]    0.0    0.00    0.00    8866         std::_Rb_tree_const_iterator<int>::operator==(std::_Rb_tree_const_iterator<int> const&) const [578]
-----------------------------------------------
                0.00    0.00    8866/8866        ExpManager::compute_RNA(int) [101]
[579]    0.0    0.00    0.00    8866         std::set<int, std::less<int>, std::allocator<int> >::end() const [579]
                0.00    0.00    8866/8866        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::end() const [581]
-----------------------------------------------
                0.00    0.00    8866/8866        ExpManager::compute_RNA(int) [101]
[580]    0.0    0.00    0.00    8866         std::set<int, std::less<int>, std::allocator<int> >::size() const [580]
                0.00    0.00    8866/8866        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::size() const [582]
-----------------------------------------------
                0.00    0.00    8866/8866        std::set<int, std::less<int>, std::allocator<int> >::end() const [579]
[581]    0.0    0.00    0.00    8866         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::end() const [581]
                0.00    0.00    8866/8900        std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [575]
-----------------------------------------------
                0.00    0.00    8866/8866        std::set<int, std::less<int>, std::allocator<int> >::size() const [580]
[582]    0.0    0.00    0.00    8866         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::size() const [582]
-----------------------------------------------
                0.00    0.00    8857/8857        char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [609]
[583]    0.0    0.00    0.00    8857         char* std::__copy_move_a<false, char const*, char*>(char const*, char const*, char*) [583]
                0.00    0.00    8972/8972        char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*) [569]
-----------------------------------------------
                0.00    0.00     816/8856        Organism::Organism(ExpManager*, int, int) [18]
                0.00    0.00    8040/8856        Organism::Organism(ExpManager*, std::shared_ptr<Organism>) [43]
[584]    0.0    0.00    0.00    8856         std::vector<Protein*, std::allocator<Protein*> >::vector() [584]
                0.00    0.00    8910/8910        std::_Vector_base<Protein*, std::allocator<Protein*> >::_Vector_base() [574]
-----------------------------------------------
                0.00    0.00    8768/8768        __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [608]
[585]    0.0    0.00    0.00    8768         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::max_size() const [585]
-----------------------------------------------
                0.00    0.00    8744/8744        std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::map() [597]
[586]    0.0    0.00    0.00    8744         std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree() [586]
                0.00    0.00    8896/8896        std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [577]
-----------------------------------------------
                0.00    0.00    8742/8742        std::allocator<RNA*>::allocator() [589]
[587]    0.0    0.00    0.00    8742         __gnu_cxx::new_allocator<RNA*>::new_allocator() [587]
-----------------------------------------------
                0.00    0.00    8724/8724        std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >::allocator() [218]
[588]    0.0    0.00    0.00    8724         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::new_allocator() [588]
-----------------------------------------------
                0.00    0.00    8693/8693        std::_Vector_base<RNA*, std::allocator<RNA*> >::_Vector_impl::_Vector_impl() [592]
[589]    0.0    0.00    0.00    8693         std::allocator<RNA*>::allocator() [589]
                0.00    0.00    8742/8742        __gnu_cxx::new_allocator<RNA*>::new_allocator() [587]
-----------------------------------------------
                0.00    0.00    8692/8692        std::allocator<std::_Rb_tree_node<int> >::allocator() [596]
[590]    0.0    0.00    0.00    8692         __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator() [590]
-----------------------------------------------
                0.00    0.00    8671/8671        int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [593]
[591]    0.0    0.00    0.00    8671         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [591]
                0.00    0.00   17480/17480       decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [500]
                0.00    0.00    8950/8950        int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [570]
-----------------------------------------------
                0.00    0.00    8625/8625        std::_Vector_base<RNA*, std::allocator<RNA*> >::_Vector_base() [600]
[592]    0.0    0.00    0.00    8625         std::_Vector_base<RNA*, std::allocator<RNA*> >::_Vector_impl::_Vector_impl() [592]
                0.00    0.00    8693/8693        std::allocator<RNA*>::allocator() [589]
-----------------------------------------------
                0.00    0.00    8618/8618        int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [594]
[593]    0.0    0.00    0.00    8618         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [593]
                0.00    0.00    8671/8671        int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [591]
-----------------------------------------------
                0.00    0.00    8606/8606        int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [595]
[594]    0.0    0.00    0.00    8606         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [594]
                0.00    0.00    8618/8618        int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [593]
-----------------------------------------------
                0.00    0.00    8600/8600        int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [618]
[595]    0.0    0.00    0.00    8600         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [595]
                0.00    0.00    8606/8606        int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [594]
-----------------------------------------------
                0.00    0.00    8599/8599        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [601]
[596]    0.0    0.00    0.00    8599         std::allocator<std::_Rb_tree_node<int> >::allocator() [596]
                0.00    0.00    8692/8692        __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator() [590]
-----------------------------------------------
                0.00    0.00     816/8597        Organism::Organism(ExpManager*, int, int) [18]
                0.00    0.00    7781/8597        Organism::Organism(ExpManager*, std::shared_ptr<Organism>) [43]
[597]    0.0    0.00    0.00    8597         std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::map() [597]
                0.00    0.00    8744/8744        std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree() [586]
-----------------------------------------------
                0.00    0.00    8554/8554        Organism::apply_mutations() [118]
[598]    0.0    0.00    0.00    8554         MutationEvent::pos_1() [598]
-----------------------------------------------
                0.00    0.00    8545/8545        std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [577]
[599]    0.0    0.00    0.00    8545         std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [599]
-----------------------------------------------
                0.00    0.00    8523/8523        std::vector<RNA*, std::allocator<RNA*> >::vector() [604]
[600]    0.0    0.00    0.00    8523         std::_Vector_base<RNA*, std::allocator<RNA*> >::_Vector_base() [600]
                0.00    0.00    8625/8625        std::_Vector_base<RNA*, std::allocator<RNA*> >::_Vector_impl::_Vector_impl() [592]
-----------------------------------------------
                0.00    0.00    8519/8519        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree() [602]
[601]    0.0    0.00    0.00    8519         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [601]
                0.00    0.00    8599/8599        std::allocator<std::_Rb_tree_node<int> >::allocator() [596]
                0.00    0.00    8421/8421        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [605]
-----------------------------------------------
                0.00    0.00    8477/8477        std::set<int, std::less<int>, std::allocator<int> >::set() [607]
[602]    0.0    0.00    0.00    8477         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree() [602]
                0.00    0.00    8519/8519        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [601]
-----------------------------------------------
                0.00    0.00    8462/8462        __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [611]
[603]    0.0    0.00    0.00    8462         __gnu_cxx::new_allocator<char>::max_size() const [603]
-----------------------------------------------
                0.00    0.00     816/8462        Organism::Organism(ExpManager*, int, int) [18]
                0.00    0.00    7646/8462        Organism::Organism(ExpManager*, std::shared_ptr<Organism>) [43]
[604]    0.0    0.00    0.00    8462         std::vector<RNA*, std::allocator<RNA*> >::vector() [604]
                0.00    0.00    8523/8523        std::_Vector_base<RNA*, std::allocator<RNA*> >::_Vector_base() [600]
-----------------------------------------------
                0.00    0.00    8421/8421        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [601]
[605]    0.0    0.00    0.00    8421         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [605]
-----------------------------------------------
                0.00    0.00    8413/8413        Organism::apply_mutations() [118]
[606]    0.0    0.00    0.00    8413         MutationEvent::type() [606]
-----------------------------------------------
                0.00    0.00     816/8409        Organism::Organism(ExpManager*, int, int) [18]
                0.00    0.00    7593/8409        Organism::Organism(ExpManager*, std::shared_ptr<Organism>) [43]
[607]    0.0    0.00    0.00    8409         std::set<int, std::less<int>, std::allocator<int> >::set() [607]
                0.00    0.00    8477/8477        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree() [602]
-----------------------------------------------
                0.00    0.00    8397/8397        std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::allocate(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, unsigned long) [619]
[608]    0.0    0.00    0.00    8397         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [608]
                0.00    0.00    8768/8768        __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::max_size() const [585]
-----------------------------------------------
                0.00    0.00    8370/8370        char* std::copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [633]
[609]    0.0    0.00    0.00    8370         char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [609]
                0.00    0.00   16959/16959       char const* std::__niter_base<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [502]
                0.00    0.00    8857/8857        char* std::__copy_move_a<false, char const*, char*>(char const*, char const*, char*) [583]
                0.00    0.00    8359/9175        char* std::__niter_base<char*>(char*) [565]
-----------------------------------------------
                0.00    0.00    8348/8348        std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [614]
[610]    0.0    0.00    0.00    8348         __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [610]
-----------------------------------------------
                0.00    0.00    8319/8319        std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [620]
[611]    0.0    0.00    0.00    8319         __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [611]
                0.00    0.00    8462/8462        __gnu_cxx::new_allocator<char>::max_size() const [603]
-----------------------------------------------
                0.00    0.00    8292/8292        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [219]
[612]    0.0    0.00    0.00    8292         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [612]
-----------------------------------------------
                0.00    0.00    8283/8283        std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [617]
[613]    0.0    0.00    0.00    8283         std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [613]
                0.00    0.00    8254/8254        std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [614]
-----------------------------------------------
                0.00    0.00    8254/8254        std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [613]
[614]    0.0    0.00    0.00    8254         std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [614]
                0.00    0.00    8348/8348        __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [610]
-----------------------------------------------
                0.00    0.00    8188/8188        std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::~allocator() [616]
[615]    0.0    0.00    0.00    8188         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::~new_allocator() [615]
-----------------------------------------------
                0.00    0.00    8165/8165        std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl() [622]
[616]    0.0    0.00    0.00    8165         std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::~allocator() [616]
                0.00    0.00    8188/8188        __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::~new_allocator() [615]
-----------------------------------------------
                0.00    0.00    8107/8107        std::vector<char, std::allocator<char> >::~vector() [626]
[617]    0.0    0.00    0.00    8107         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [617]
                0.00    0.00    8283/8283        std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [613]
                0.00    0.00    6164/6164        std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [722]
-----------------------------------------------
                0.00    0.00    8095/8095        void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [312]
[618]    0.0    0.00    0.00    8095         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [618]
                0.00    0.00   16574/16574       std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [505]
                0.00    0.00    8600/8600        int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [595]
-----------------------------------------------
