Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [691] __gnu_cxx::new_allocator<Protein*>::allocate(unsigned long, void const*) [81] std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [354] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_rightmost()
 [700] __gnu_cxx::new_allocator<Protein*>::new_allocator() [65] std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>&&) [682] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl()
 [520] __gnu_cxx::new_allocator<Protein*>::~new_allocator() [38] std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2> const&) [541] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl()
 [758] __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::deallocate(std::_List_node<MutationEvent*>*, unsigned long) [553] std::_Rb_tree_node<std::pair<int const, Protein*> >::_M_valptr() [129] std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
 [760] void __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::destroy<MutationEvent*>(MutationEvent**) [237] std::_Rb_tree_node<std::pair<int const, Promoter*> >::_M_valptr() [162] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*)
 [769] __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::allocate(unsigned long, void const*) [294] std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() [80] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&)
 [772] void __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::construct<MutationEvent*, MutationEvent* const&>(MutationEvent**, MutationEvent* const&) [248] std::_Rb_tree_node<int>::_M_valptr() [309] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, int> >*)
 [448] __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::new_allocator() [416] std::move_iterator<RNA**>::move_iterator(RNA**) [128] void std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
 [451] __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::~new_allocator() [568] std::move_iterator<Protein**>::move_iterator(Protein**) [259] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_Node_allocator()
 [638] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >::deallocate(std::_Rb_tree_node<std::pair<int const, Protein*> >*, unsigned long) [482] std::move_iterator<int*>::move_iterator(int*) [86] std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
 [680] void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >::destroy<std::pair<int const, Protein*> >(std::pair<int const, Protein*>*) [399] std::_List_iterator<MutationEvent*>::_List_iterator(std::__detail::_List_node_base*) [182] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&)
 [639] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >::allocate(unsigned long, void const*) [755] std::_List_iterator<MutationEvent*>::operator++() [173] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&)
 [181] void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >::construct<std::pair<int const, Protein*>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, Protein*>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [423] std::_Sp_ebo_helper<0, std::allocator<Organism>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<Organism>, true>&) [356] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::end()
 [594] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >::new_allocator() [704] std::_Sp_ebo_helper<0, std::allocator<Organism>, true>::_Sp_ebo_helper(std::allocator<Organism> const&) [151] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::find(int const&)
 [590] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >::~new_allocator() [531] std::_Sp_ebo_helper<0, std::allocator<Organism>, true>::~_Sp_ebo_helper() [614] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::begin()
 [315] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::deallocate(std::_Rb_tree_node<std::pair<int const, Promoter*> >*, unsigned long) [78] std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [135] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::clear()
 [307] void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::destroy<std::pair<int const, Promoter*> >(std::pair<int const, Promoter*>*) [165] std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [205] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::erase[abi:cxx11](std::_Rb_tree_iterator<std::pair<int const, int> >)
 [370] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::allocate(unsigned long, void const*) [290] std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [302] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_end()
 [127] void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::construct<std::pair<int const, Promoter*>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, Promoter*>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [49] std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [99] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*)
 [628] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::new_allocator() [17] std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [352] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node_base const*)
 [521] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::~new_allocator() [82] std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [305] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_left(std::_Rb_tree_node_base*)
 [313] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::deallocate(std::_Rb_tree_node<std::pair<int const, int> >*, unsigned long) [39] std::__shared_count<(__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [111] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_begin()
 [310] void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::destroy<std::pair<int const, int> >(std::pair<int const, int>*) [380] std::_Rb_tree_header::_M_reset() [122] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*)
 [378] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::allocate(unsigned long, void const*) [454] std::_Rb_tree_header::_Rb_tree_header() [264] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_right(std::_Rb_tree_node_base*)
 [131] void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [764] std::__allocated_ptr<std::allocator<std::_List_node<MutationEvent*> > >::__allocated_ptr(std::allocator<std::_List_node<MutationEvent*> >&, std::_List_node<MutationEvent*>*) [267] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_value(std::_Rb_tree_node<std::pair<int const, int> > const*)
 [698] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::new_allocator() [771] std::__allocated_ptr<std::allocator<std::_List_node<MutationEvent*> > >::~__allocated_ptr() [351] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_value(std::_Rb_tree_node_base const*)
 [522] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::~new_allocator() [766] std::__allocated_ptr<std::allocator<std::_List_node<MutationEvent*> > >::operator=(decltype(nullptr)) [627] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_Rb_tree()
 [268] __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::deallocate(std::_Rb_tree_node<int>*, unsigned long) [650] std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::_S_raw_ptr(std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*) [137] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::~_Rb_tree()
 [269] void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::destroy<int>(int*) [688] std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::get() [79] std::_Rb_tree_iterator<int> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_<int const&, std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, int const&, std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node&)
 [270] __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*) [461] std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*) [278] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node::_Alloc_node(std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >&)
 [157] void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::construct<int, int const&>(int*, int const&) [458] std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [279] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_node()
 [696] __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator() [656] std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [280] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_put_node(std::_Rb_tree_node<int>*)
 [544] __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::~new_allocator() [857] std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::_M_deleter() [171] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::lower_bound(int const&)
 [523] __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [808] std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::_M_ptr() [281] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_drop_node(std::_Rb_tree_node<int>*)
 [697] __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [858] std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::__uniq_ptr_impl(Threefry*) [705] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl()
 [463] __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [66] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [550] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl()
 [465] __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [42] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy() [90] std::_Rb_tree_node<int>* std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_create_node<int const&>(int const&)
 [524] __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [686] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_Sp_counted_base() [172] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_lower_bound(std::_Rb_tree_node<int>*, std::_Rb_tree_node_base*, int const&)
 [674] __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [532] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base() [282] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_destroy_node(std::_Rb_tree_node<int>*)
 [562] __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [67] void std::allocator_traits<std::allocator<Organism> >::destroy<Organism>(std::allocator<Organism>&, Organism*) [55] std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int const&>(int const&)
 [708] __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [51] void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>&, Organism*, ExpManager*&&, std::shared_ptr<Organism>&) [132] void std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_construct_node<int const&>(std::_Rb_tree_node<int>*, int const&)
 [196] void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [18] void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, int&, int>(std::allocator<Organism>&, Organism*, ExpManager*&&, int&, int&&) [240] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator()
 [322] __gnu_cxx::new_allocator<int>::new_allocator() [117] std::allocator_traits<std::allocator<RNA*> >::deallocate(std::allocator<RNA*>&, RNA**, unsigned long) [71] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&)
 [332] __gnu_cxx::new_allocator<int>::~new_allocator() [495] std::allocator_traits<std::allocator<RNA*> >::allocate(std::allocator<RNA*>&, unsigned long) [739] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin()
 [830] __gnu_cxx::new_allocator<unsigned long long>::deallocate(unsigned long long*, unsigned long) [417] std::allocator_traits<std::allocator<RNA*> >::max_size(std::allocator<RNA*> const&) [433] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::clear()
 [831] __gnu_cxx::new_allocator<unsigned long long>::allocate(unsigned long, void const*) [565] std::allocator_traits<std::allocator<Protein*> >::deallocate(std::allocator<Protein*>&, Protein**, unsigned long) [245] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_end()
 [832] __gnu_cxx::new_allocator<unsigned long long>::new_allocator(__gnu_cxx::new_allocator<unsigned long long> const&) [661] std::allocator_traits<std::allocator<Protein*> >::allocate(std::allocator<Protein*>&, unsigned long) [133] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node<int> const*)
 [833] __gnu_cxx::new_allocator<unsigned long long>::new_allocator() [570] std::allocator_traits<std::allocator<Protein*> >::max_size(std::allocator<Protein*> const&) [164] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node_base const*)
 [803] __gnu_cxx::new_allocator<unsigned long long>::~new_allocator() [761] std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::deallocate(std::allocator<std::_List_node<MutationEvent*> >&, std::_List_node<MutationEvent*>*, unsigned long) [262] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_left(std::_Rb_tree_node_base*)
 [713] __gnu_cxx::__alloc_traits<std::allocator<char> >::_S_select_on_copy(std::allocator<char> const&) [753] void std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::destroy<MutationEvent*>(std::allocator<std::_List_node<MutationEvent*> >&, MutationEvent**) [263] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin()
 [442] __gnu_cxx::__aligned_buffer<Organism>::_M_ptr() [773] std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::allocate(std::allocator<std::_List_node<MutationEvent*> >&, unsigned long) [402] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*)
 [443] __gnu_cxx::__aligned_buffer<Organism>::_M_addr() [768] void std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::construct<MutationEvent*, MutationEvent* const&>(std::allocator<std::_List_node<MutationEvent*> >&, MutationEvent**, MutationEvent* const&) [232] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_right(std::_Rb_tree_node_base*)
 [725] __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_ptr() [646] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >&, std::_Rb_tree_node<std::pair<int const, Protein*> >*, unsigned long) [233] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_value(std::_Rb_tree_node<int> const*)
 [727] __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_addr() [651] void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > > >::destroy<std::pair<int const, Protein*> >(std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >&, std::pair<int const, Protein*>*) [249] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_value(std::_Rb_tree_node_base const*)
 [490] __gnu_cxx::__aligned_membuf<std::pair<int const, Protein*> >::_M_ptr() [654] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >&, unsigned long) [611] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree()
 [551] __gnu_cxx::__aligned_membuf<std::pair<int const, Protein*> >::_M_addr() [180] void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > > >::construct<std::pair<int const, Protein*>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >&, std::pair<int const, Protein*>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [542] std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::~_Rb_tree()
 [235] __gnu_cxx::__aligned_membuf<std::pair<int const, Promoter*> >::_M_ptr() [317] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::_Rb_tree_node<std::pair<int const, Promoter*> >*, unsigned long) [498] __gnu_cxx::__enable_if<std::__is_scalar<RNA*>::__value, RNA**>::__type std::__fill_n_a<RNA**, unsigned long, RNA*>(RNA**, unsigned long, RNA* const&)
 [236] __gnu_cxx::__aligned_membuf<std::pair<int const, Promoter*> >::_M_addr() [312] void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::destroy<std::pair<int const, Promoter*> >(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::pair<int const, Promoter*>*) [635] __gnu_cxx::__enable_if<std::__is_scalar<Protein*>::__value, Protein**>::__type std::__fill_n_a<Protein**, unsigned long, Protein*>(Protein**, unsigned long, Protein* const&)
 [293] __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_ptr() [376] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, unsigned long) [866] __gnu_cxx::__enable_if<std::__is_scalar<unsigned long long>::__value, unsigned long long*>::__type std::__fill_n_a<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&)
 [295] __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_addr() [126] void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::construct<std::pair<int const, Promoter*>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::pair<int const, Promoter*>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [740] __gnu_cxx::__enable_if<std::__is_byte<char>::__value, char*>::__type std::__fill_n_a<unsigned long, char>(char*, unsigned long, char const&)
 [246] __gnu_cxx::__aligned_membuf<int>::_M_ptr() [106] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::_Rb_tree_node<std::pair<int const, int> >*, unsigned long) [763] std::allocator<std::_List_node<MutationEvent*> >* std::__addressof<std::allocator<std::_List_node<MutationEvent*> > >(std::allocator<std::_List_node<MutationEvent*> >&)
 [247] __gnu_cxx::__aligned_membuf<int>::_M_addr() [311] void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::destroy<std::pair<int const, int> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*) [459] std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&)
 [407] __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() [379] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, unsigned long) [45] std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, std::shared_ptr<Organism>&>(ExpManager*&&, std::shared_ptr<Organism>&)
